Bus,busmap
way/34387620-225,FR0 2
way/34398164-225,FR0 2
way/34398358-225,FR0 2
way/350044068-225,FR0 2
way/35206465-225,FR0 2
way/35538714-225,FR0 2
way/36286080-225,FR0 2
way/36805588-400,FR0 2
way/374150877-225,FR0 2
way/378126683-225,FR0 6
way/38073132-225,FR0 1
way/38830347-225,FR0 4
way/392683619-225,FR0 4
way/39389229-400,FR0 4
way/39407602-225,FR0 5
way/397885581-225,FR0 0
way/40266681-225,FR0 0
way/403385451-225,FR0 3
way/405909509-225,FR0 0
way/406691575-225,FR0 4
way/41436841-225,FR0 2
way/41591146-225,FR0 2
way/416438053-225,FR0 0
way/416438054-225,FR0 0
way/41829825-400,FR0 2
way/41834104-225,FR0 2
way/432466512-400,FR0 5
way/434500830-225,FR0 1
way/440538762-225,FR0 3
way/440600377-225,FR0 2
way/442651900-400,FR0 2
way/44357629-225,FR0 4
way/444069687-400,FR0 2
way/44448089-225,FR0 2
way/445088111-225,FR0 2
way/448355914-400,FR0 1
way/448722478-400,FR0 0
way/44883864-400,FR0 1
way/454932860-225,FR0 3
way/455245314-225,FR0 6
way/46172440-225,FR0 2
way/467599626-225,FR0 0
way/467775702-400,FR0 5
way/467799728-225,FR0 3
way/468096792-225,FR0 4
way/473670083-225,FR0 3
way/474926055-225,FR0 2
way/47633664-225,FR0 0
way/47660196-225,FR0 4
way/47739331-225,FR0 3
way/479781321-225,FR0 1
way/484952897-225,FR0 5
way/48815655-225,FR0 4
way/489118827-225,FR0 5
way/490191058-225,FR0 4
way/490392953-225,FR0 0
way/49049745-400,FR0 4
way/491655540-225,FR0 4
way/495078839-225,FR0 6
way/49510896-400,FR0 6
way/497510591-225,FR0 2
way/514597856-225,FR0 6
way/536127194-225,FR0 4
way/53727352-225,FR0 2
way/53944139-225,FR0 2
way/547443051-225,FR0 2
way/549010403-225,FR0 0
way/549628003-225,FR0 6
way/549628132-225,FR0 6
way/552467306-225,FR0 6
way/553127674-225,FR0 0
way/553509645-225,FR0 0
way/553509651-225,FR0 0
way/558437000-225,FR0 0
way/56585982-225,FR0 0
way/56997464-400,FR0 0
way/56998024-400,FR0 0
way/571067152-225,FR0 5
way/57941014-225,FR0 5
way/580568888-400,FR0 2
way/580927266-400,FR0 1
way/583372101-225,FR0 6
way/584362062-225,FR0 7
way/585985166-225,FR0 6
way/589691209-225,FR0 4
way/589696042-225,FR0 2
way/590596961-225,FR0 3
way/590866686-225,FR0 0
way/604408491-225,FR0 7
way/616985188-225,FR0 2
way/620325313-225,FR0 0
way/62233233-225,FR0 2
way/62279693-225,FR0 3
way/627450679-225,FR0 2
way/627450758-225,FR0 2
way/63213632-225,FR0 2
way/63641119-225,FR0 2
way/64040939-225,FR0 2
way/655200312-225,FR0 2
way/658560999-225,FR0 2
way/658561191-225,FR0 2
way/659343518-400,FR0 1
way/659913223-225,FR0 2
way/666332422-225,FR0 4
way/666332466-225,FR0 4
way/671113556-225,FR0 2
way/682366021-225,FR0 2
way/682366052-225,FR0 2
way/68589514-400,FR0 2
way/68925871-225,FR0 2
way/69332224-225,FR0 0
way/69813552-400,FR0 0
way/69999641-225,FR0 2
way/70452467-225,FR0 3
way/715176993-225,FR0 2
way/715177063-225,FR0 2
way/71933077-400,FR0 3
way/71933086-400,FR0 3
way/725699702-225,FR0 5
way/730015498-225,FR0 2
way/733773947-225,FR0 0
way/733773951-225,FR0 0
way/733773994-225,FR0 0
way/740849522-225,FR0 2
way/74699439-225,FR0 3
way/75509664-225,FR0 3
way/756397226-225,FR0 2
way/75750171-225,FR0 2
way/757982264-225,FR0 2
way/759073166-225,FR0 4
way/76032001-225,FR0 2
way/760653905-225,FR0 7
way/761507281-400,FR0 3
way/765852555-225,FR0 2
way/765852556-225,FR0 2
way/777545899-225,FR0 7
way/78052541-225,FR0 2
way/78148795-225,FR0 2
way/788298548-400,FR0 2
way/79805353-225,FR0 2
way/79866837-400,FR0 2
way/80719004-225,FR0 6
way/81228088-400,FR0 2
way/81638061-225,FR0 4
way/81641090-400,FR0 4
way/81665271-400,FR0 4
way/81758476-400,FR0 4
way/818615628-225,FR0 2
way/818615639-225,FR0 0
way/818615644-225,FR0 0
way/818615647-225,FR0 3
way/82226136-225,FR0 4
way/82306874-400,FR0 6
way/823662696-225,FR0 2
way/823662702-400,FR0 3
way/823662705-400,FR0 0
way/823872751-225,FR0 2
way/823872752-225,FR0 6
way/823872758-225,FR0 2
way/823872762-225,FR0 1
way/82467033-225,FR0 2
way/82599261-400,FR0 2
way/82715808-400,FR0 2
way/82741307-400,FR0 2
way/82746777-225,FR0 2
way/82746780-225,FR0 2
way/82805188-400,FR0 2
way/82825438-400,FR0 2
way/82825446-400,FR0 2
way/82949228-400,FR0 2
way/82967739-400,FR0 2
way/82976238-225,FR0 2
way/83293593-400,FR0 3
way/83705700-225,FR0 2
way/83726363-400,FR0 6
way/83819431-225,FR0 2
way/84153220-400,FR0 3
way/84182609-400,FR0 0
way/84452130-400,FR0 3
way/84476231-400,FR0 3
way/84485792-400,FR0 3
way/84490483-400,FR0 0
way/84603564-400,FR0 0
way/85047359-400,FR0 2
way/85198005-400,FR0 2
way/85203486-400,FR0 2
way/85217416-400,FR0 2
way/85273676-225,FR0 2
way/85273680-400,FR0 2
way/85335661-400,FR0 2
way/85339874-225,FR0 2
way/85605950-400,FR0 2
way/85605959-400,FR0 2
way/85710783-400,FR0 2
way/85719389-400,FR0 2
way/85821243-400,FR0 2
way/85827397-400,FR0 2
way/85827398-400,FR0 2
way/85867971-400,FR0 5
way/85877326-400,FR0 5
way/85895367-400,FR0 5
way/85955250-225,FR0 2
way/85995894-400,FR0 5
way/86023818-400,FR0 5
way/86131984-400,FR0 1
way/86162998-400,FR0 1
way/86260099-400,FR0 1
way/86260748-400,FR0 2
way/86297273-400,FR0 2
way/86342772-400,FR0 2
way/86344183-400,FR0 2
way/86462910-225,FR0 5
way/86969390-225,FR0 2
way/89022039-225,FR0 2
way/89022080-400,FR0 2
way/890834366-400,FR0 2
way/89158123-225,FR0 4
way/90032133-225,FR0 4
way/90415251-225,FR0 2
way/907536278-225,FR0 2
way/90842395-400,FR0 0
way/90854143-225,FR0 4
way/91351689-225,FR0 0
way/92896823-225,FR0 5
way/93189928-400,FR0 0
way/95209542-225,FR0 3
way/95409416-225,FR0 5
way/956596300-225,FR0 3
way/95810878-225,FR0 0
way/96839470-225,FR0 2
way/98390525-400,FR0 2
way/986799738-225,FR0 5
way/98890904-400,FR0 6
way/98945703-225,FR0 2
way/99623587-225,FR0 5
way/99722046-400,FR0 1
way/136594238,FR5 0
GB10-275,GB2 2
GB13-400,GB2 2
GB14-400,GB2 2
GB15-275,GB2 2
GB16-400,GB2 0
GB17-275,GB2 0
GB20-400,GB2 4
GB22-400,GB2 4
GB25-400,GB2 0
GB26-275,GB2 0
GB27-400,GB2 4
GB28-275,GB2 0
GB29-275,GB2 4
GB30-400,GB2 0
GB31-400,GB2 0
GB32-400,GB2 0
GB33-400,GB2 0
GB34-400,GB2 0
GB36-400,GB2 0
GB37-275,GB2 0
GB39-400,GB2 0
GB40-275,GB2 4
GB41-275,GB2 0
GB42-275,GB2 0
GB44-275,GB2 4
GB47-400,GB2 4
GB48-400,GB2 4
GB50-400,GB2 4
GB51-400,GB2 0
GB52-400,GB2 1
GB53-400,GB2 4
GB54-400,GB2 4
GB55-275,GB2 4
GB56-400,GB2 4
GB57-400,GB2 4
GB58-275,GB2 4
GB59-275,GB2 4
GB60-275,GB2 4
GB61-275,GB2 4
GB63-400,GB2 1
GB65-400,GB2 3
GB66-275,GB2 3
GB68-275,GB2 3
GB69-400,GB2 1
GB7-275,GB2 2
GB71-275,GB2 3
GB72-400,GB2 1
GB73-400,GB2 1
GB78-400,GB2 1
GB79-400,GB2 1
GB81-400,GB2 3
GB83-400,GB2 1
GB9-275,GB2 2
relation/10377509-400,GB2 2
relation/10695345-400,GB2 1
relation/10925187-275,GB2 0
relation/11051275-400,GB2 4
relation/11543333-400,GB2 0
relation/12543034-275,GB2 3
relation/13110367-400,GB2 3
relation/13110368-400,GB2 0
relation/13110369-400,GB2 0
relation/13186702-275,GB2 3
relation/14921826-400,GB2 2
relation/7650368-400,GB2 1
relation/7872518-400,GB2 1
relation/7879831-400,GB2 3
relation/7880111-400,GB2 1
relation/7881280-400,GB2 0
relation/7886014-400,GB2 4
relation/7894457-400,GB2 4
relation/7894483-400,GB2 4
relation/7894974-400,GB2 2
relation/7894975-400,GB2 4
relation/7896785-275,GB2 4
relation/8087295-275,GB2 2
relation/9409219-400,GB2 1
relation/9572254-400,GB2 3
relation/9598269-400,GB2 4
way/100009331-400,GB2 3
way/100077745-400,GB2 2
way/101077623-400,GB2 0
way/101312018-275,GB2 0
way/101365758-275,GB2 3
way/102198808-400,GB2 2
way/102549055-400,GB2 1
way/103150854-400,GB2 1
way/103829261-400,GB2 1
way/103915328-400,GB2 3
way/1078532568-400,GB2 0
way/109730296-400,GB2 0
way/1097582201-400,GB2 0
way/111528318-275,GB2 2
way/1120475588-400,GB2 1
way/1153252242-275,GB2 4
way/115530033-400,GB2 1
way/116539370-275,GB2 0
way/118821349-400,GB2 2
way/1190395478-400,GB2 2
way/119315534-275,GB2 2
way/119315549-275,GB2 2
way/119616836-400,GB2 3
way/121820285-275,GB2 3
way/123037622-275,GB2 3
way/123866712-275,GB2 0
way/1252341626-275,GB2 2
way/1262971878-275,GB2 2
way/1263095953-400,GB2 2
way/127184694-400,GB2 4
way/1274396508-400,GB2 4
way/1275300370-400,GB2 1
way/1297690788-275,GB2 0
way/133323988-400,GB2 2
way/135693940-275,GB2 4
way/142397822-400,GB2 0
way/142841192-400,GB2 0
way/142845284-400,GB2 4
way/143105488-275,GB2 2
way/143110887-275,GB2 2
way/143221984-275,GB2 0
way/143383456-400,GB2 2
way/143398451-400,GB2 2
way/143783006-400,GB2 1
way/143905069-400,GB2 0
way/147475796-275,GB2 0
way/148382435-275,GB2 2
way/153884024-275,GB2 4
way/159038999-400,GB2 0
way/159736514-400,GB2 0
way/160580052-400,GB2 0
way/160616357-275,GB2 0
way/163036722-400,GB2 4
way/164380199-275,GB2 0
way/16582436-400,GB2 1
way/166703758-275,GB2 2
way/166703759-275,GB2 2
way/166703766-400,GB2 2
way/167621580-400,GB2 4
way/183904046-275,GB2 0
way/184584639-275,GB2 0
way/190511290-400,GB2 0
way/193617444-400,GB2 0
way/200511209-400,GB2 0
way/200635683-275,GB2 0
way/20851038-400,GB2 1
way/209404646-400,GB2 0
way/211549457-275,GB2 0
way/212779654-400,GB2 2
way/222205173-275,GB2 2
way/227495569-275,GB2 0
way/227589012-400,GB2 1
way/22975329-400,GB2 1
way/23059230-400,GB2 1
way/23059268-275,GB2 0
way/23132983-275,GB2 1
way/23164132-400,GB2 4
way/23164256-400,GB2 4
way/23228362-400,GB2 1
way/23228569-275,GB2 1
way/23229136-275,GB2 1
way/232319495-275,GB2 2
way/23232738-400,GB2 1
way/23234477-275,GB2 1
way/23248656-275,GB2 1
way/23281217-400,GB2 1
way/23299362-400,GB2 1
way/23299657-400,GB2 1
way/23390317-275,GB2 1
way/239248206-400,GB2 2
way/23988786-400,GB2 1
way/241491759-275,GB2 2
way/24165071-400,GB2 1
way/25422135-400,GB2 1
way/25492769-275,GB2 0
way/25629803-400,GB2 0
way/25784732-275,GB2 4
way/25935453-400,GB2 1
way/260300448-275,GB2 2
way/262523325-400,GB2 2
way/262532045-400,GB2 2
way/263863442-400,GB2 1
way/264102298-400,GB2 1
way/264104518-400,GB2 1
way/264371625-275,GB2 1
way/26678829-400,GB2 3
way/26938722-400,GB2 3
way/27163121-400,GB2 2
way/27332350-275,GB2 2
way/280317944-400,GB2 4
way/28194931-275,GB2 4
way/284874050-400,GB2 2
way/28691559-400,GB2 1
way/29111844-400,GB2 1
way/292371992-400,GB2 3
way/295657862-275,GB2 3
way/297840585-400,GB2 2
way/306451400-275,GB2 2
way/308653819-275,GB2 2
way/30930911-275,GB2 4
way/31015820-400,GB2 1
way/310502642-400,GB2 0
way/311840838-275,GB2 0
way/313495269-400,GB2 0
way/314338790-400,GB2 0
way/315213320-275,GB2 4
way/31545125-400,GB2 4
way/32227788-400,GB2 1
way/32796576-400,GB2 1
way/33917128-400,GB2 0
way/34205588-400,GB2 3
way/34656007-400,GB2 3
way/367005272-275,GB2 4
way/371757485-400,GB2 1
way/375626500-400,GB2 4
way/41710456-400,GB2 1
way/422486984-400,GB2 2
way/42800878-400,GB2 3
way/43303585-400,GB2 0
way/43472283-400,GB2 0
way/447301159-400,GB2 1
way/45087479-275,GB2 3
way/4715504-400,GB2 1
way/472164401-400,GB2 0
way/4746208-400,GB2 1
way/494951597-400,GB2 1
way/49499923-400,GB2 4
way/495512689-400,GB2 2
way/495512692-400,GB2 2
way/495624575-275,GB2 2
way/49922626-400,GB2 3
way/533670766-400,GB2 1
way/536905500-400,GB2 4
way/55284068-275,GB2 4
way/553490952-400,GB2 3
way/567187951-275,GB2 2
way/59736773-275,GB2 2
way/624256368-275,GB2 2
way/630939126-275,GB2 2
way/635829123-400,GB2 1
way/636630368-400,GB2 1
way/636630371-400,GB2 1
way/65482882-400,GB2 2
way/676646876-400,GB2 2
way/677845115-400,GB2 3
way/68515955-400,GB2 2
way/689626274-400,GB2 2
way/701436399-400,GB2 0
way/71118225-400,GB2 4
way/730870685-275,GB2 2
way/76468460-275,GB2 2
way/77065229-400,GB2 1
way/775577829-400,GB2 1
way/778717371-275,GB2 2
way/785730495-400,GB2 0
way/796648851-275,GB2 0
way/81098733-275,GB2 4
way/814351697-400,GB2 1
way/820229174-275,GB2 2
way/820237569-400,GB2 2
way/842685465-275,GB2 2
way/84803250-275,GB2 3
way/86071326-400,GB2 2
way/87204522-400,GB2 4
way/87207123-400,GB2 4
way/87464485-400,GB2 1
way/87953830-400,GB2 1
way/88287125-400,GB2 1
way/88389243-400,GB2 1
way/884174267-400,GB2 3
way/89038614-400,GB2 1
way/89453364-400,GB2 1
way/89573357-400,GB2 4
way/89573358-400,GB2 4
way/89836009-275,GB2 2
way/90099036-400,GB2 3
way/90125443-400,GB2 0
way/90534270-400,GB2 0
way/90539508-400,GB2 0
way/90547674-400,GB2 0
way/90547685-275,GB2 0
way/91003253-400,GB2 0
way/91010022-400,GB2 1
way/91010711-400,GB2 1
way/91056548-400,GB2 2
way/91082448-400,GB2 1
way/91955171-400,GB2 0
way/92260633-275,GB2 4
way/92331023-275,GB2 0
way/92340133-400,GB2 1
way/92419253-400,GB2 4
way/92458761-400,GB2 4
way/92460913-400,GB2 3
way/925179651-400,GB2 1
way/92529432-400,GB2 4
way/92737152-275,GB2 4
way/93299730-400,GB2 1
way/93878867-275,GB2 4
way/94004582-400,GB2 4
way/94530230-400,GB2 1
way/94543520-275,GB2 4
way/95279334-400,GB2 3
way/95338682-400,GB2 4
way/95374266-275,GB2 2
way/95749833-400,GB2 3
way/95895489-400,GB2 3
way/96067520-275,GB2 4
way/96107758-400,GB2 4
way/96630594-275,GB2 0
way/96905262-400,GB2 2
way/97256377-400,GB2 4
way/97551523-400,GB2 2
way/98899051-400,GB2 4
way/137050527-275,GB3 0
way/142185552-275,GB3 0
way/148266260-275,GB3 0
way/166764802-275,GB3 0
way/227767019-275,GB3 0
way/227767022-275,GB3 0
way/230134599-275,GB3 0
way/339008021-275,GB3 0
GR10-400,GR0 0
GR11-400,GR0 0
GR12-400,GR0 0
GR13-400,GR0 0
GR15-400,GR0 0
GR16-400,GR0 0
GR6-400,GR0 0
GR8-400,GR0 0
GR9-400,GR0 0
way/1000743726-400,GR0 0
way/105184051-400,GR0 0
way/1256844098-400,GR0 0
way/140248148-400,GR0 0
way/149672244-400,GR0 0
way/171506480-400,GR0 0
way/252077527-400,GR0 0
way/253903008-400,GR0 0
way/51408420-400,GR0 0
way/55099563-400,GR0 0
way/85518393-400,GR0 0
way/85526073-400,GR0 0
way/85585500-400,GR0 0
way/85612093-400,GR0 0
way/85646787-400,GR0 0
way/85705637-400,GR0 0
way/93119207-400,GR0 0
HR1-220,HR0 0
way/113757307-220,HR0 0
way/162022271-220,HR0 0
way/163860997-400,HR0 0
way/170366194-220,HR0 0
way/171251171-220,HR0 0
way/173272584-220,HR0 0
way/273326173-220,HR0 0
way/43337263-400,HR0 0
way/59683455-220,HR0 0
way/737067003-220,HR0 0
way/89817617-400,HR0 0
way/89818719-400,HR0 0
way/89819945-220,HR0 0
way/89820062-400,HR0 0
way/89823918-400,HR0 0
way/96704507-220,HR0 0
way/96722667-220,HR0 0
HU10-400,HU0 0
HU11-220,HU0 0
HU12-400,HU0 0
HU13-400,HU0 0
HU14-400,HU0 0
HU2-400,HU0 0
HU7-220,HU0 0
HU8-400,HU0 0
HU9-400,HU0 0
relation/15865158-400,HU0 0
relation/9470706-220,HU0 0
way/100788162-400,HU0 0
way/100804905-400,HU0 0
way/100804921-220,HU0 0
way/100844170-220,HU0 0
way/100872886-400,HU0 0
way/100962927-400,HU0 0
way/113570302-400,HU0 0
way/124244078-400,HU0 0
way/142106943-400,HU0 0
way/142109093-400,HU0 0
way/155227474-400,HU0 0
way/155803703-400,HU0 0
way/166155511-400,HU0 0
way/167896114-400,HU0 0
way/195168461-400,HU0 0
way/244038276-220,HU0 0
way/251991299-220,HU0 0
way/252028146-400,HU0 0
way/325372656-400,HU0 0
way/33846555-400,HU0 0
way/464834617-400,HU0 0
way/65034002-400,HU0 0
way/859708761-750,HU0 0
way/96705565-400,HU0 0
way/986231091-400,HU0 0
IE1-220,IE3 0
IE2-220,IE3 0
IE4-220,IE3 0
IE6-220,IE3 0
IE7-220,IE3 0
IE8-220,IE3 0
way/1003262502-220,IE3 0
way/104388595-220,IE3 0
way/104388599-220,IE3 0
way/1231460605-220,IE3 0
way/147525695-220,IE3 0
way/150124101-220,IE3 0
way/179121616-400,IE3 0
way/180637986-220,IE3 0
way/185693432-220,IE3 0
way/186889669-220,IE3 0
way/194575030-220,IE3 0
way/194614470-220,IE3 0
way/197846408-220,IE3 0
way/207331199-220,IE3 0
way/207339053-400,IE3 0
way/208124159-220,IE3 0
way/254158424-400,IE3 0
way/264275258-275,IE3 0
way/264852019-220,IE3 0
way/288283900-220,IE3 0
way/35150701-220,IE3 0
way/42998577-220,IE3 0
way/516651650-220,IE3 0
way/516752881-220,IE3 0
way/710981639-220,IE3 0
way/79803767-220,IE3 0
way/819997192-220,IE3 0
way/88144450-400,IE3 0
way/88462768-220,IE3 0
way/89760546-220,IE3 0
way/942416227-220,IE3 0
way/96278380-220,IE3 0
IT1-220,IT0 0
IT10-220,IT0 3
IT100-220,IT0 0
IT101-220,IT0 3
IT102-380,IT0 3
IT103-220,IT0 3
IT104-220,IT0 3
IT105-220,IT0 3
IT106-220,IT0 3
IT107-220,IT0 3
IT108-220,IT0 3
IT109-220,IT0 3
IT11-220,IT0 0
IT110-220,IT0 3
IT111-220,IT0 3
IT112-220,IT0 3
IT113-220,IT0 3
IT117-220,IT0 4
IT118-380,IT0 4
IT119-380,IT0 4
IT12-220,IT0 0
IT120-380,IT0 4
IT121-380,IT0 4
IT122-380,IT0 4
IT123-380,IT0 4
IT124-380,IT0 1
IT125-380,IT0 1
IT127-380,IT0 1
IT128-220,IT0 1
IT130-220,IT0 1
IT133-220,IT0 1
IT134-380,IT0 1
IT135-220,IT0 1
IT138-380,IT0 2
IT139-380,IT0 2
IT140-380,IT0 2
IT142-380,IT0 2
IT143-380,IT0 2
IT15-220,IT0 3
IT16-220,IT0 3
IT18-220,IT0 0
IT19-380,IT0 0
IT2-220,IT0 0
IT21-380,IT0 0
IT23-380,IT0 0
IT24-380,IT0 0
IT25-380,IT0 0
IT26-380,IT0 0
IT27-220,IT0 0
IT28-380,IT0 0
IT3-380,IT0 3
IT30-220,IT0 0
IT31-220,IT0 0
IT33-220,IT0 0
IT34-380,IT0 0
IT38-220,IT0 0
IT39-220,IT0 0
IT4-380,IT0 3
IT42-220,IT0 0
IT43-380,IT0 3
IT44-380,IT0 0
IT45-380,IT0 0
IT47-220,IT0 3
IT48-220,IT0 0
IT49-220,IT0 0
IT5-220,IT0 3
IT51-380,IT0 0
IT52-220,IT0 3
IT53-220,IT0 0
IT54-380,IT0 0
IT55-380,IT0 0
IT56-380,IT0 0
IT57-380,IT0 0
IT59-220,IT0 0
IT6-220,IT0 0
IT60-400,IT0 3
IT61-400,IT0 3
IT62-380,IT0 0
IT63-220,IT0 3
IT64-220,IT0 0
IT65-220,IT0 3
IT66-220,IT0 3
IT68-220,IT0 3
IT69-220,IT0 3
IT7-220,IT0 0
IT70-220,IT0 0
IT72-220,IT0 0
IT73-380,IT0 0
IT74-220,IT0 3
IT75-220,IT0 0
IT76-220,IT0 0
IT77-380,IT0 3
IT78-380,IT0 3
IT79-380,IT0 3
IT8-220,IT0 0
IT82-220,IT0 3
IT84-220,IT0 0
IT85-220,IT0 3
IT86-220,IT0 3
IT87-220,IT0 3
IT88-220,IT0 3
IT89-220,IT0 3
IT9-220,IT0 3
IT91-220,IT0 3
IT92-380,IT0 0
IT93-380,IT0 0
IT94-380,IT0 0
IT95-220,IT0 3
IT96-220,IT0 3
IT97-220,IT0 3
IT98-220,IT0 3
IT99-220,IT0 3
SI3-220,IT0 0
relation/1377432-220,IT0 0
relation/13844905-380,IT0 4
relation/17467354-380,IT0 4
relation/6277789-380,IT0 0
relation/8840420-220,IT0 1
way/100253768-380,IT0 0
way/100407576-380,IT0 0
way/100952845-380,IT0 3
way/102185356-220,IT0 3
way/102185362-220,IT0 3
way/102287716-380,IT0 3
way/102675884-220,IT0 3
way/103007030-220,IT0 3
way/103127417-220,IT0 3
way/103264820-220,IT0 3
way/103306951-380,IT0 1
way/103381531-380,IT0 1
way/103386958-380,IT0 1
way/103418587-220,IT0 3
way/103549584-220,IT0 0
way/103653565-220,IT0 3
way/103653567-225,IT0 3
way/103653591-380,IT0 3
way/103725268-220,IT0 3
way/103974946-220,IT0 3
way/104114052-220,IT0 3
way/104239286-220,IT0 3
way/104239342-220,IT0 3
way/104321356-220,IT0 1
way/104359058-380,IT0 3
way/105062415-220,IT0 3
way/105141350-220,IT0 3
way/105141365-400,IT0 3
way/105153431-380,IT0 3
way/105462289-220,IT0 3
way/105757794-380,IT0 3
way/105757795-220,IT0 3
way/105801489-220,IT0 0
way/105827045-220,IT0 0
way/107204719-220,IT0 3
way/107681459-380,IT0 0
way/107683818-380,IT0 0
way/108020416-380,IT0 1
way/109588422-380,IT0 1
way/109756016-380,IT0 1
way/1097982502-380,IT0 2
way/1098087457-380,IT0 1
way/1098527891-220,IT0 4
way/109993642-380,IT0 2
way/109997676-380,IT0 2
way/1100665914-380,IT0 1
way/110138220-380,IT0 2
way/110310021-380,IT0 1
way/110330925-380,IT0 1
way/1103579629-380,IT0 2
way/110660048-380,IT0 2
way/111020792-220,IT0 0
way/1134655722-220,IT0 1
way/114659171-220,IT0 1
way/114661587-380,IT0 4
way/114931087-380,IT0 0
way/1155109902-220,IT0 3
way/1158716725-380,IT0 4
way/116517585-380,IT0 3
way/116518388-380,IT0 3
way/116697005-380,IT0 0
way/116797658-380,IT0 0
way/1203262444-220,IT0 3
way/120356593-380,IT0 3
way/1204275778-220,IT0 3
way/1205235724-220,IT0 3
way/124220303-220,IT0 1
way/126203383-380,IT0 1
way/131291789-380,IT0 0
way/1317893096-220,IT0 2
way/132455976-220,IT0 4
way/132637884-220,IT0 1
way/132638645-220,IT0 1
way/132643428-220,IT0 1
way/132645607-220,IT0 1
way/132701023-220,IT0 1
way/132701980-380,IT0 4
way/132702940-220,IT0 1
way/132725149-220,IT0 4
way/132726160-220,IT0 4
way/133601335-380,IT0 3
way/135270825-220,IT0 3
way/136457747-220,IT0 4
way/137317951-220,IT0 3
way/139442467-380,IT0 0
way/139975773-380,IT0 0
way/143585004-380,IT0 0
way/146791061-380,IT0 1
way/147466201-220,IT0 0
way/148969091-380,IT0 0
way/151070909-220,IT0 0
way/151335166-220,IT0 0
way/153548074-220,IT0 0
way/155158689-380,IT0 0
way/155590373-380,IT0 2
way/155791516-380,IT0 0
way/155976582-220,IT0 0
way/156001963-220,IT0 0
way/156001981-220,IT0 0
way/157912118-380,IT0 2
way/158599954-220,IT0 3
way/158652469-220,IT0 4
way/159821869-220,IT0 0
way/161867064-220,IT0 0
way/162066058-220,IT0 0
way/162828577-380,IT0 3
way/162960205-380,IT0 3
way/163058980-220,IT0 0
way/163958919-220,IT0 3
way/163958920-220,IT0 3
way/166196787-220,IT0 3
way/172302572-380,IT0 4
way/172705586-220,IT0 2
way/181125039-380,IT0 0
way/189612607-380,IT0 3
way/199676823-380,IT0 1
way/202271565-380,IT0 3
way/202272734-220,IT0 0
way/202711181-220,IT0 1
way/207383904-220,IT0 1
way/208398923-380,IT0 0
way/209982720-380,IT0 1
way/211180338-380,IT0 3
way/214294769-220,IT0 0
way/236661269-380,IT0 3
way/257351439-380,IT0 1
way/288149641-220,IT0 3
way/296141722-220,IT0 3
way/303965869-380,IT0 1
way/309371152-220,IT0 3
way/309371153-220,IT0 3
way/321724202-380,IT0 1
way/338453112-380,IT0 0
way/338760116-380,IT0 1
way/338790588-380,IT0 1
way/338792752-380,IT0 1
way/338795626-380,IT0 1
way/339104227-380,IT0 3
way/339706878-380,IT0 4
way/339706879-380,IT0 4
way/339706880-380,IT0 4
way/34157795-380,IT0 3
way/350356755-220,IT0 0
way/354923815-220,IT0 3
way/35680992-220,IT0 0
way/363469921-380,IT0 0
way/36873258-380,IT0 4
way/375907988-220,IT0 2
way/376351180-220,IT0 4
way/376502663-220,IT0 4
way/376502734-220,IT0 1
way/376642649-220,IT0 3
way/376952592-220,IT0 1
way/376952616-220,IT0 1
way/377444648-220,IT0 1
way/377444657-220,IT0 1
way/377588184-220,IT0 1
way/377830944-220,IT0 3
way/377832777-220,IT0 3
way/392068532-380,IT0 1
way/39255054-380,IT0 0
way/40634284-380,IT0 0
way/412967424-220,IT0 0
way/41360305-380,IT0 0
way/416679116-220,IT0 0
way/416679117-220,IT0 0
way/418565263-380,IT0 1
way/41892273-400,IT0 0
way/419423700-220,IT0 4
way/419423704-380,IT0 4
way/419423705-380,IT0 4
way/420698910-220,IT0 1
way/42206116-380,IT0 3
way/42862642-220,IT0 0
way/435429368-220,IT0 1
way/435433908-220,IT0 1
way/435433909-220,IT0 1
way/448777455-220,IT0 3
way/449694943-380,IT0 1
way/491424937-400,IT0 3
way/495354824-380,IT0 1
way/504195617-220,IT0 1
way/50589203-220,IT0 2
way/507064051-220,IT0 2
way/53635045-220,IT0 2
way/56984450-220,IT0 2
way/57380344-220,IT0 2
way/57384507-380,IT0 2
way/57403755-220,IT0 2
way/57736541-220,IT0 2
way/57736553-220,IT0 2
way/58440884-380,IT0 3
way/58516664-220,IT0 3
way/58931857-380,IT0 4
way/58992998-380,IT0 0
way/59026315-380,IT0 0
way/590522266-380,IT0 0
way/591027058-380,IT0 2
way/59153311-380,IT0 0
way/59219335-380,IT0 4
way/59366523-380,IT0 0
way/59462263-380,IT0 0
way/59556712-380,IT0 0
way/59604857-220,IT0 0
way/59629638-220,IT0 3
way/60235685-380,IT0 1
way/60616350-380,IT0 4
way/60725875-380,IT0 0
way/60888331-380,IT0 1
way/60913666-380,IT0 1
way/60919237-380,IT0 1
way/61038773-220,IT0 0
way/61157826-380,IT0 2
way/61484190-220,IT0 3
way/61626687-380,IT0 4
way/61650514-220,IT0 0
way/61712456-380,IT0 4
way/62326314-380,IT0 3
way/64942789-380,IT0 0
way/66872608-220,IT0 3
way/67461115-220,IT0 3
way/68299044-380,IT0 3
way/72466334-380,IT0 0
way/72475426-380,IT0 3
way/72570378-380,IT0 3
way/72570474-380,IT0 3
way/72581705-380,IT0 3
way/74359510-220,IT0 3
way/74677138-380,IT0 3
